frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
2902, 96.7, 0.986852, 1, 0.144377, 0.293557, -0.944976, -0.145087, 0.324113, -0.934827, 0.203583, 0.58631, -0.784088, -0.0836335, 0.632516, -0.770019
2903, 96.7333, 0.987055, 1, 0.120322, 0.26747, -0.956024, -0.159437, 0.306266, -0.938499, 0.173832, 0.563927, -0.807322, -0.103619, 0.613812, -0.782623
2904, 96.7667, 0.98834, 1, 0.122884, 0.238011, -0.963457, -0.170351, 0.296171, -0.939821, 0.178057, 0.532351, -0.827586, -0.1118, 0.600417, -0.791834
2905, 96.8, 0.988619, 1, 0.0682154, 0.21135, -0.975027, -0.139195, 0.27571, -0.951109, 0.121938, 0.514314, -0.848889, -0.0817767, 0.582342, -0.808821
2906, 96.8333, 0.988772, 1, 0.0663564, 0.210173, -0.97541, -0.136866, 0.272953, -0.952242, 0.117401, 0.509773, -0.852261, -0.082126, 0.576339, -0.813074
2907, 96.8667, 0.989285, 1, 0.0728931, 0.199912, -0.977099, -0.152382, 0.267343, -0.951476, 0.124423, 0.500115, -0.856974, -0.0966015, 0.572649, -0.814089
2908, 96.9, 0.989395, 1, 0.055849, 0.192748, -0.979658, -0.144524, 0.271669, -0.951477, 0.108723, 0.49364, -0.862844, -0.0866977, 0.574712, -0.813751
2909, 96.9333, 0.988033, 1, 0.0752585, 0.196587, -0.977594, -0.147045, 0.264128, -0.953212, 0.126544, 0.495685, -0.859234, -0.0912531, 0.569014, -0.817249
2910, 96.9667, 0.987792, 1, 0.105466, 0.200021, -0.974099, -0.144637, 0.264152, -0.953574, 0.15894, 0.494986, -0.85424, -0.0867565, 0.56854, -0.818069
2911, 97, 0.989221, 1, 0.09469, 0.228785, -0.968861, -0.124871, 0.253908, -0.959134, 0.149131, 0.525565, -0.837581, -0.0684116, 0.563124, -0.823536
2912, 97.0333, 0.988885, 1, 0.114023, 0.2201, -0.96879, -0.130887, 0.259631, -0.956797, 0.16902, 0.517942, -0.838552, -0.072971, 0.570086, -0.818338
2913, 97.0667, 0.988586, 1, 0.1013, 0.219165, -0.970415, -0.146128, 0.267916, -0.952296, 0.159635, 0.514911, -0.842249, -0.0845757, 0.574154, -0.814367
2914, 97.1, 0.987901, 1, 0.10408, 0.21319, -0.971451, -0.143327, 0.263971, -0.953822, 0.163048, 0.512818, -0.842872, -0.0810009, 0.57407, -0.81479
2915, 97.1333, 0.987907, 1, 0.0865871, 0.219475, -0.971768, -0.147633, 0.258401, -0.95469, 0.14756, 0.517619, -0.842791, -0.0841033, 0.567098, -0.819345
2916, 97.1667, 0.987657, 1, 0.0900184, 0.224518, -0.970303, -0.147113, 0.265928, -0.952701, 0.150394, 0.517745, -0.842212, -0.0839845, 0.569811, -0.817473
2917, 97.2, 0.988729, 1, 0.109104, 0.228033, -0.967521, -0.143434, 0.262168, -0.954303, 0.1619, 0.510449, -0.84453, -0.0879327, 0.558517, -0.824819
2918, 97.2333, 0.989339, 1, 0.127788, 0.218419, -0.967452, -0.130941, 0.260787, -0.956475, 0.164337, 0.497015, -0.852038, -0.0907208, 0.553696, -0.827762
2919, 97.2667, 0.98985, 1, 0.126822, 0.219909, -0.967242, -0.119812, 0.25713, -0.958921, 0.142371, 0.494216, -0.857602, -0.100696, 0.544891, -0.832438
2920, 97.3, 0.989841, 1, 0.124174, 0.219286, -0.967726, -0.118754, 0.259111, -0.958519, 0.139111, 0.493803, -0.858374, -0.100116, 0.546168, -0.831671
2921, 97.3333, 0.989175, 1, 0.160477, 0.295484, -0.941773, -0.137771, 0.33254, -0.932972, 0.136709, 0.556759, -0.819347, -0.156924, 0.607208, -0.778893
2922, 97.3667, 0.989045, 1, 0.222519, 0.304099, -0.926288, -0.132998, 0.334702, -0.932891, 0.185212, 0.564082, -0.804679, -0.166131, 0.616211, -0.76986
2923, 97.4, 0.989709, 1, 0.130291, 0.308444, -0.942277, -0.139296, 0.334049, -0.932206, 0.0870297, 0.577852, -0.811488, -0.177892, 0.614977, -0.768217
2924, 97.4333, 0.98968, 1, 0.195704, 0.298597, -0.934098, -0.130895, 0.334084, -0.93341, 0.150077, 0.558846, -0.815578, -0.171233, 0.611832, -0.772231
2925, 97.4667, 0.989395, 1, 0.155888, 0.333065, -0.929928, -0.159683, 0.336391, -0.928086, 0.117439, 0.592109, -0.797255, -0.195777, 0.613497, -0.765044
2926, 97.5, 0.988004, 1, 0.178544, 0.318306, -0.931023, -0.153387, 0.323293, -0.933785, 0.142247, 0.586534, -0.797335, -0.187465, 0.612105, -0.768234
2927, 97.5333, 0.988247, 1, 0.238828, 0.310306, -0.920147, -0.137069, 0.327642, -0.934806, 0.21942, 0.572761, -0.78981, -0.153983, 0.617854, -0.771068
2928, 97.5667, 0.988894, 1, 0.233948, 0.308676, -0.921948, -0.189803, 0.339428, -0.921284, 0.24105, 0.56525, -0.788915, -0.178931, 0.623241, -0.761284
2929, 97.6, 0.990034, 1, 0.21046, 0.293585, -0.932478, -0.136655, 0.329447, -0.934232, 0.248847, 0.550277, -0.797039, -0.0945502, 0.61133, -0.785707
2930, 97.6333, 0.990299, 1, 0.15033, 0.281149, -0.947816, -0.166343, 0.327218, -0.930193, 0.220265, 0.54387, -0.809746, -0.0929302, 0.608364, -0.788199
2931, 97.6667, 0.99002, 1, 0.173731, 0.290413, -0.940998, -0.140014, 0.327118, -0.934553, 0.264128, 0.551645, -0.791154, -0.0459158, 0.612419, -0.789198
2932, 97.7, 0.987991, 1, 0.170846, 0.307863, -0.935966, -0.147549, 0.337461, -0.929704, 0.276624, 0.571948, -0.77224, -0.0381554, 0.628356, -0.776989
2933, 97.7333, 0.988712, 1, 0.16677, 0.302062, -0.938587, -0.132739, 0.345568, -0.928958, 0.27475, 0.572574, -0.772445, -0.020482, 0.639747, -0.768313
2934, 97.7667, 0.988772, 1, 0.167706, 0.301636, -0.938558, -0.137899, 0.348585, -0.927077, 0.275941, 0.572182, -0.772311, -0.025253, 0.642676, -0.765722
2935, 97.8, 0.989699, 1, 0.141478, 0.268529, -0.952825, -0.149819, 0.320771, -0.935233, 0.219215, 0.543449, -0.810313, -0.067892, 0.613503, -0.786768
2936, 97.8333, 0.989168, 1, 0.15479, 0.265998, -0.951465, -0.11731, 0.307436, -0.94431, 0.201475, 0.539857, -0.817289, -0.0667015, 0.599115, -0.79788
2937, 97.8667, 0.989038, 1, 0.113172, 0.307977, -0.944639, -0.124998, 0.337991, -0.932812, 0.134101, 0.574422, -0.8075, -0.100937, 0.616832, -0.780596
2938, 97.9, 0.989181, 1, 0.197788, 0.31382, -0.928653, -0.121544, 0.342524, -0.931614, 0.205474, 0.567274, -0.797484, -0.110538, 0.618024, -0.778349
2939, 97.9333, 0.98932, 1, 0.207752, 0.306879, -0.928797, -0.153511, 0.342507, -0.926889, 0.220318, 0.551039, -0.80487, -0.13686, 0.610872, -0.77981
2940, 97.9667, 0.989449, 1, 0.206898, 0.306019, -0.929272, -0.152315, 0.342147, -0.927219, 0.219931, 0.551552, -0.804624, -0.1352, 0.611538, -0.779579
2941, 98, 0.991715, 1, 0.141435, 0.269561, -0.95254, -0.139764, 0.298309, -0.944181, 0.208189, 0.488426, -0.847406, -0.0702997, 0.537078, -0.840598
2942, 98.0333, 0.991907, 1, 0.112546, 0.225864, -0.967636, -0.10834, 0.27613, -0.954995, 0.213944, 0.429543, -0.877338, -0.00345952, 0.493969, -0.869473
2943, 98.0667, 0.990721, 1, 0.08868, 0.215465, -0.972477, -0.132413, 0.279981, -0.95083, 0.208012, 0.400881, -0.892203, -0.00996083, 0.47717, -0.878755
2944, 98.1, 0.989958, 1, 0.097813, 0.267279, -0.958642, -0.124864, 0.300035, -0.945721, 0.213305, 0.43821, -0.873197, -0.00717436, 0.485245, -0.874349
2945, 98.1333, 0.988812, 1, 0.1597, 0.292768, -0.942753, -0.160485, 0.330535, -0.930049, 0.246698, 0.447445, -0.859612, -0.0702793, 0.507702, -0.858661
2946, 98.1667, 0.988719, 1, 0.157062, 0.294152, -0.942765, -0.168118, 0.33366, -0.927581, 0.244301, 0.451694, -0.858073, -0.0776824, 0.513722, -0.854433
2947, 98.2, 0.988721, 1, 0.157405, 0.294438, -0.942619, -0.167677, 0.334425, -0.927386, 0.244568, 0.453177, -0.857215, -0.0772687, 0.515748, -0.853249
2948, 98.2333, 0.98889, 1, 0.249068, 0.224119, -0.942197, -0.0426954, 0.252725, -0.966596, 0.237996, 0.355583, -0.903835, -0.0491763, 0.419335, -0.906499
2949, 98.2667, 0.988751, 1, 0.0846118, 0.210412, -0.973944, -0.0994394, 0.257439, -0.961164, 0.032606, 0.368963, -0.928872, -0.142649, 0.432555, -0.890251
2950, 98.3, 0.991129, 1, 0.0991317, 0.182489, -0.978198, -0.109917, 0.240448, -0.964418, 0.0284214, 0.353983, -0.93482, -0.169088, 0.430808, -0.886461
2951, 98.3333, 0.991676, 1, 0.0933945, 0.173084, -0.980469, -0.113382, 0.245795, -0.962668, 0.0393879, 0.354687, -0.934155, -0.154665, 0.44429, -0.882431
2952, 98.3667, 0.992325, 1, 0.078621, 0.18631, -0.97934, -0.117606, 0.23793, -0.964136, 0.0533889, 0.360213, -0.931341, -0.134815, 0.4278, -0.893763
2953, 98.4, 0.992233, 1, 0.0938807, 0.206989, -0.973829, -0.123912, 0.238743, -0.963145, 0.132871, 0.359385, -0.923682, -0.0818537, 0.406892, -0.909802
2954, 98.4333, 0.992509, 1, 0.104784, 0.198945, -0.974393, -0.125364, 0.242653, -0.961979, 0.164312, 0.353848, -0.920757, -0.0626983, 0.411837, -0.909098
2955, 98.4667, 0.991918, 1, 0.11031, 0.195689, -0.974442, -0.110853, 0.229042, -0.967084, 0.166483, 0.356466, -0.919356, -0.0526263, 0.401682, -0.914266
2956, 98.5, 0.991981, 1, 0.0945758, 0.197069, -0.975817, -0.123022, 0.225132, -0.966531, 0.128164, 0.357906, -0.92492, -0.0881621, 0.394271, -0.914756
2957, 98.5333, 0.992581, 1, 0.078765, 0.199681, -0.97669, -0.144464, 0.225999, -0.963356, 0.0908867, 0.363339, -0.927213, -0.131193, 0.395723, -0.908951
2958, 98.5667, 0.992904, 1, 0.0930951, 0.196023, -0.97617, -0.133627, 0.2284, -0.964353, 0.0769368, 0.36509, -0.927788, -0.148246, 0.401305, -0.903868
2959, 98.6, 0.993102, 1, 0.0872058, 0.204581, -0.974957, -0.138083, 0.22383, -0.964797, 0.0553882, 0.38287, -0.92214, -0.168746, 0.404218, -0.898962
2960, 98.6333, 0.993141, 1, 0.068812, 0.211414, -0.974971, -0.141634, 0.223592, -0.964337, 0.0397655, 0.401878, -0.914829, -0.169912, 0.414344, -0.894119
2961, 98.6667, 0.993085, 1, 0.077742, 0.213229, -0.973904, -0.144918, 0.222839, -0.964024, 0.0488244, 0.403198, -0.913809, -0.173155, 0.413227, -0.894014
2962, 98.7, 0.993098, 1, 0.0590417, 0.207421, -0.976469, -0.149345, 0.215251, -0.965071, 0.0462478, 0.409262, -0.911244, -0.161818, 0.416367, -0.894681
2963, 98.7333, 0.992464, 1, 0.074299, 0.210211, -0.974829, -0.156902, 0.225096, -0.96162, 0.0875614, 0.424041, -0.9014, -0.143686, 0.437614, -0.887608
2964, 98.7667, 0.992003, 1, 0.0807609, 0.202812, -0.975882, -0.163757, 0.230923, -0.959092, 0.11535, 0.423903, -0.898332, -0.129479, 0.450319, -0.88343
2965, 98.8, 0.99051, 1, 0.0699733, 0.20251, -0.976777, -0.167578, 0.228035, -0.959123, 0.11288, 0.423034, -0.899055, -0.125168, 0.446588, -0.885941
2966, 98.8333, 0.990742, 1, 0.074961, 0.201546, -0.976606, -0.149686, 0.225049, -0.962781, 0.112592, 0.42341, -0.898914, -0.112377, 0.445431, -0.888236
2967, 98.8667, 0.99048, 1, 0.0805276, 0.197273, -0.977036, -0.165011, 0.221508, -0.961096, 0.10568, 0.413805, -0.904211, -0.140097, 0.435995, -0.888977
2968, 98.9, 0.990584, 1, 0.0730607, 0.202946, -0.976461, -0.145304, 0.21749, -0.965186, 0.0696613, 0.41875, -0.905426, -0.148444, 0.432578, -0.889292
2969, 98.9333, 0.990664, 1, 0.0885779, 0.204807, -0.974786, -0.150858, 0.223179, -0.963033, 0.0853343, 0.419879, -0.903559, -0.153687, 0.438522, -0.885482
2970, 98.9667, 0.99072, 1, 0.0958474, 0.20975, -0.973046, -0.14943, 0.219359, -0.964133, 0.0942924, 0.425508, -0.900029, -0.150658, 0.43765, -0.886434
2971, 99, 0.99073, 1, 0.0961071, 0.209476, -0.973079, -0.149006, 0.218694, -0.96435, 0.0945327, 0.424665, -0.900402, -0.150248, 0.436662, -0.886991
2972, 99.0333, 0.990214, 1, 0.0834901, 0.207821, -0.974597, -0.143121, 0.227108, -0.963296, 0.0978583, 0.434142, -0.895513, -0.128093, 0.457656, -0.879854
2973, 99.0667, 0.990072, 1, 0.0873554, 0.207833, -0.974256, -0.141855, 0.22517, -0.963937, 0.100863, 0.432184, -0.896127, -0.127692, 0.454449, -0.881573
2974, 99.1, 0.989517, 1, 0.110126, 0.19058, -0.975475, -0.136396, 0.223614, -0.965087, 0.128827, 0.420316, -0.898186, -0.116367, 0.459548, -0.880497
2975, 99.1333, 0.98901, 1, 0.0851563, 0.199559, -0.976179, -0.135751, 0.223844, -0.965125, 0.107065, 0.433897, -0.894578, -0.112769, 0.464315, -0.878461
2976, 99.1667, 0.989376, 1, 0.105675, 0.19123, -0.97584, -0.144016, 0.226812, -0.963232, 0.122907, 0.429701, -0.894568, -0.125017, 0.472332, -0.87251
2977, 99.2, 0.988668, 1, 0.108095, 0.192892, -0.975248, -0.13177, 0.22359, -0.965735, 0.122, 0.432938, -0.89313, -0.116253, 0.471059, -0.874407
2978, 99.2333, 0.989005, 1, 0.106297, 0.199478, -0.97412, -0.119124, 0.219896, -0.968223, 0.116135, 0.441565, -0.889681, -0.108119, 0.469737, -0.876161
2979, 99.2667, 0.988878, 1, 0.103508, 0.196731, -0.974978, -0.125523, 0.220028, -0.967384, 0.111303, 0.44311, -0.889531, -0.116363, 0.473868, -0.872874
2980, 99.3, 0.989377, 1, 0.107999, 0.193241, -0.975189, -0.111322, 0.222146, -0.968637, 0.114171, 0.441984, -0.889728, -0.10348, 0.478055, -0.872213
2981, 99.3333, 0.988507, 1, 0.101007, 0.194223, -0.975743, -0.131601, 0.22421, -0.965614, 0.114368, 0.443242, -0.889076, -0.116591, 0.480329, -0.869305
2982, 99.3667, 0.988774, 1, 0.0738104, 0.191907, -0.978634, -0.142186, 0.220594, -0.964946, 0.0898748, 0.442622, -0.892193, -0.12461, 0.476869, -0.870097
2983, 99.4, 0.988976, 1, 0.0863723, 0.210298, -0.973815, -0.147504, 0.234323, -0.960903, 0.107501, 0.462168, -0.880252, -0.125116, 0.493117, -0.860919
2984, 99.4333, 0.989052, 1, 0.0827115, 0.210129, -0.974169, -0.145826, 0.231869, -0.961755, 0.102521, 0.459793, -0.882088, -0.124823, 0.488557, -0.863557
2985, 99.4667, 0.988486, 1, 0.0527605, 0.260284, -0.96409, -0.14041, 0.263404, -0.954412, 0.0714538, 0.509419, -0.857547, -0.121403, 0.519059, -0.846073
2986, 99.5, 0.988461, 1, 0.103125, 0.281948, -0.953871, -0.174345, 0.300309, -0.937773, 0.124721, 0.524437, -0.842265, -0.151656, 0.551326, -0.82039
2987, 99.5333, 0.989344, 1, 0.130072, 0.23564, -0.963096, -0.140038, 0.257321, -0.956125, 0.147285, 0.477626, -0.86613, -0.121478, 0.509808, -0.851669
2988, 99.5667, 0.990065, 1, 0.101654, 0.22631, -0.968736, -0.13272, 0.252248, -0.958518, 0.121417, 0.465042, -0.876923, -0.111528, 0.498823, -0.859498
2989, 99.6, 0.989995, 1, 0.126552, 0.218283, -0.967645, -0.146337, 0.244958, -0.958426, 0.145346, 0.450939, -0.880641, -0.126112, 0.487072, -0.864209
2990, 99.6333, 0.988621, 1, 0.100962, 0.281763, -0.954157, -0.156694, 0.284977, -0.94564, 0.124298, 0.513436, -0.849078, -0.133075, 0.525674, -0.840213
2991, 99.6667, 0.987308, 1, 0.171445, 0.325673, -0.929808, -0.217338, 0.325278, -0.920304, 0.194781, 0.553344, -0.809859, -0.193805, 0.56627, -0.80111
2992, 99.7, 0.987662, 1, 0.180042, 0.326261, -0.927976, -0.201606, 0.327143, -0.923219, 0.205373, 0.555262, -0.805919, -0.175995, 0.570243, -0.802402
2993, 99.7333, 0.989359, 1, 0.124951, 0.287544, -0.949582, -0.196289, 0.297543, -0.934312, 0.148344, 0.531737, -0.833816, -0.172546, 0.549078, -0.817766
2994, 99.7667, 0.989663, 1, 0.135794, 0.226505, -0.964498, -0.156233, 0.264276, -0.951709, 0.157929, 0.477231, -0.864471, -0.132823, 0.520682, -0.843355
2995, 99.8, 0.990009, 1, 0.0920449, 0.218308, -0.971529, -0.146996, 0.24429, -0.958496, 0.115237, 0.472473, -0.873779, -0.123024, 0.502394, -0.855842
2996, 99.8333, 0.989991, 1, 0.0880514, 0.206488, -0.974479, -0.139139, 0.241265, -0.960433, 0.113315, 0.464411, -0.878341, -0.112894, 0.502035, -0.857448
2997, 99.8667, 0.990735, 1, 0.0624988, 0.200486, -0.977701, -0.139351, 0.233836, -0.962238, 0.0968599, 0.461768, -0.881696, -0.104223, 0.497105, -0.861408
2998, 99.9, 0.990002, 1, 0.0495072, 0.199458, -0.978655, -0.146588, 0.23648, -0.960515, 0.0902522, 0.465565, -0.8804, -0.105029, 0.50407, -0.857253
2999, 99.9333, 0.990535, 1, 0.0595537, 0.195873, -0.978819, -0.166507, 0.227327, -0.959478, 0.105807, 0.462162, -0.880461, -0.119625, 0.49692, -0.859511
3000, 99.9667, 0.990294, 1, 0.0729064, 0.197071, -0.977675, -0.160513, 0.228068, -0.960323, 0.11999, 0.458858, -0.88037, -0.112572, 0.495021, -0.861558
3001, 100, 0.990676, 1, 0.082086, 0.187785, -0.978774, -0.146612, 0.233131, -0.96133, 0.130494, 0.442503, -0.887221, -0.0966663, 0.493015, -0.864634
3002, 100.033, 0.990198, 1, 0.0655559, 0.19638, -0.978334, -0.144997, 0.23141, -0.96199, 0.11412, 0.451311, -0.885039, -0.0951583, 0.491876, -0.865449
3003, 100.067, 0.990037, 1, 0.0729575, 0.194307, -0.978224, -0.139102, 0.23638, -0.961652, 0.121883, 0.447263, -0.886059, -0.0885038, 0.495018, -0.864363
3004, 100.1, 0.990921, 1, 0.076668, 0.185927, -0.979568, -0.147513, 0.234237, -0.960923, 0.125349, 0.438828, -0.889785, -0.0969073, 0.4928, -0.864729
3005, 100.133, 0.991249, 1, 0.056213, 0.191071, -0.979965, -0.165122, 0.230876, -0.95887, 0.106634, 0.444124, -0.889597, -0.113376, 0.488912, -0.864934
3006, 100.167, 0.991067, 1, 0.0621294, 0.186938, -0.980405, -0.141783, 0.227648, -0.963366, 0.115625, 0.438369, -0.891327, -0.0868242, 0.484321, -0.870571
3007, 100.2, 0.991174, 1, 0.0736924, 0.203748, -0.976246, -0.138211, 0.225584, -0.96437, 0.123443, 0.455094, -0.881845, -0.0876569, 0.48396, -0.870689
3008, 100.233, 0.990771, 1, 0.0727922, 0.189009, -0.979274, -0.156332, 0.22829, -0.96096, 0.124648, 0.4349, -0.89181, -0.103153, 0.480209, -0.871068
3009, 100.267, 0.991743, 1, 0.0708056, 0.192381, -0.978763, -0.160855, 0.22468, -0.961064, 0.123265, 0.43429, -0.892299, -0.107279, 0.473592, -0.874186
3010, 100.3, 0.9908, 1, 0.0846907, 0.186524, -0.978793, -0.166757, 0.232018, -0.958311, 0.139337, 0.425892, -0.89398, -0.110374, 0.47903, -0.870832
3011, 100.333, 0.990617, 1, 0.0976536, 0.195784, -0.975773, -0.149365, 0.225479, -0.96273, 0.155081, 0.434775, -0.887085, -0.0903976, 0.475574, -0.875018
3012, 100.367, 0.991195, 1, 0.100137, 0.178766, -0.978783, -0.141722, 0.224508, -0.964112, 0.160344, 0.421289, -0.89264, -0.078877, 0.478319, -0.874637
3013, 100.4, 0.990682, 1, 0.0828018, 0.184752, -0.979291, -0.144257, 0.229143, -0.962644, 0.140299, 0.433585, -0.890124, -0.0841842, 0.487953, -0.868801
3014, 100.433, 0.991187, 1, 0.0789707, 0.181562, -0.980203, -0.130288, 0.23081, -0.964236, 0.136453, 0.437847, -0.888634, -0.0697846, 0.496135, -0.865437
3015, 100.467, 0.991333, 1, 0.0787587, 0.185218, -0.979536, -0.127285, 0.22994, -0.964845, 0.136652, 0.441331, -0.886879, -0.0666097, 0.495396, -0.86611
3016, 100.5, 0.991031, 1, 0.0704106, 0.214229, -0.974242, -0.147523, 0.2476, -0.957565, 0.126054, 0.468862, -0.874231, -0.0898876, 0.511973, -0.854286
3017, 100.533, 0.990149, 1, 0.11358, 0.287448, -0.951038, -0.158686, 0.285444, -0.945167, 0.170843, 0.531177, -0.829858, -0.101069, 0.546303, -0.831467
3018, 100.567, 0.98986, 1, 0.158377, 0.286931, -0.944769, -0.162135, 0.292541, -0.942408, 0.213848, 0.526663, -0.822736, -0.105664, 0.552335, -0.826898
3019, 100.6, 0.990678, 1, 0.103991, 0.234296, -0.966588, -0.151142, 0.26116, -0.953389, 0.157222, 0.476804, -0.864835, -0.0963558, 0.515614, -0.851386
3020, 100.633, 0.991441, 1, 0.0847961, 0.204129, -0.975265, -0.144919, 0.245899, -0.958401, 0.135709, 0.446142, -0.884613, -0.0918454, 0.496666, -0.863069
3021, 100.667, 0.990894, 1, 0.079366, 0.200353, -0.976504, -0.172724, 0.236596, -0.956132, 0.127607, 0.443279, -0.887254, -0.122713, 0.488732, -0.863761
3022, 100.7, 0.990519, 1, 0.0755573, 0.212915, -0.974145, -0.160086, 0.245274, -0.956145, 0.122345, 0.45295, -0.883102, -0.11156, 0.494638, -0.861909
3023, 100.733, 0.990594, 1, 0.11842, 0.284806, -0.951242, -0.129244, 0.287294, -0.949083, 0.166504, 0.516824, -0.839744, -0.0805609, 0.534268, -0.841468
3024, 100.767, 0.98996, 1, 0.151331, 0.311426, -0.938143, -0.163054, 0.324957, -0.931566, 0.192191, 0.542597, -0.817711, -0.120892, 0.573939, -0.809925
3025, 100.8, 0.989862, 1, 0.149213, 0.292009, -0.944704, -0.153336, 0.30317, -0.940519, 0.188553, 0.525545, -0.829608, -0.112658, 0.555783, -0.823659
3026, 100.833, 0.989801, 1, 0.14416, 0.292953, -0.945197, -0.154771, 0.302597, -0.940469, 0.183427, 0.525046, -0.831072, -0.11427, 0.553577, -0.824921
3027, 100.867, 0.99084, 1, 0.103356, 0.220099, -0.969987, -0.0890793, 0.241561, -0.966288, 0.132555, 0.472938, -0.871068, -0.0579664, 0.506051, -0.860554
3028, 100.9, 0.990724, 1, 0.0990909, 0.192493, -0.976282, -0.117939, 0.236304, -0.964495, 0.126626, 0.445998, -0.886031, -0.08696, 0.500225, -0.861518
3029, 100.933, 0.991565, 1, 0.0816698, 0.183438, -0.979633, -0.130134, 0.238041, -0.962498, 0.112406, 0.439769, -0.891049, -0.0953955, 0.502568, -0.859259
3030, 100.967, 0.990665, 1, 0.0710462, 0.192897, -0.978644, -0.128401, 0.231922, -0.964223, 0.107694, 0.437893, -0.892553, -0.0888706, 0.486192, -0.869321
3031, 101, 0.990751, 1, 0.0803656, 0.181603, -0.980082, -0.128072, 0.22676, -0.965493, 0.116896, 0.425307, -0.897468, -0.0882245, 0.480182, -0.872721
3032, 101.033, 0.990808, 1, 0.095654, 0.178875, -0.979211, -0.129177, 0.229495, -0.9647, 0.13468, 0.419307, -0.897799, -0.0863979, 0.480986, -0.872461
3033, 101.067, 0.991757, 1, 0.0873634, 0.179628, -0.979848, -0.125824, 0.227488, -0.965618, 0.130953, 0.428048, -0.894218, -0.0786417, 0.486607, -0.870074
3034, 101.1, 0.991876, 1, 0.111452, 0.171831, -0.978802, -0.132778, 0.229938, -0.964105, 0.155172, 0.425026, -0.891781, -0.0845836, 0.495766, -0.864327
3035, 101.133, 0.991798, 1, 0.0948374, 0.174396, -0.980098, -0.127905, 0.232044, -0.964259, 0.140713, 0.430761, -0.891428, -0.0778213, 0.498836, -0.863196
3036, 101.167, 0.991289, 1, 0.0765928, 0.187459, -0.979282, -0.137979, 0.237283, -0.961592, 0.123921, 0.426897, -0.895769, -0.0870776, 0.486932, -0.869089
3037, 101.2, 0.991289, 1, 0.0722594, 0.184356, -0.9802, -0.137378, 0.228171, -0.96388, 0.119739, 0.423351, -0.898018, -0.0867341, 0.477577, -0.874298
3038, 101.233, 0.989929, 1, 0.0980056, 0.181511, -0.978493, -0.144039, 0.237386, -0.960677, 0.151456, 0.392772, -0.907078, -0.0866429, 0.461658, -0.882816
3039, 101.267, 0.990295, 1, 0.107286, 0.185262, -0.976815, -0.125411, 0.234723, -0.963938, 0.159312, 0.393327, -0.905491, -0.0698085, 0.456016, -0.88723
3040, 101.3, 0.99097, 1, 0.0800248, 0.197656, -0.977, -0.134074, 0.225489, -0.964976, 0.126989, 0.412244, -0.90218, -0.0851093, 0.451881, -0.888009
3041, 101.333, 0.99144, 1, 0.0720496, 0.199559, -0.977233, -0.123509, 0.229573, -0.965423, 0.117243, 0.415164, -0.90216, -0.0763158, 0.455089, -0.88717
3042, 101.367, 0.990867, 1, 0.078603, 0.196485, -0.977351, -0.140239, 0.234197, -0.962021, 0.122134, 0.413026, -0.902493, -0.0942852, 0.461047, -0.882353
3043, 101.4, 0.990552, 1, 0.07843, 0.1979, -0.977079, -0.119406, 0.22499, -0.967017, 0.121485, 0.416893, -0.9008, -0.0745099, 0.454187, -0.887785
3044, 101.433, 0.991538, 1, 0.0802901, 0.19872, -0.976762, -0.135589, 0.228088, -0.964153, 0.12278, 0.420078, -0.899144, -0.0911747, 0.460018, -0.883216
3045, 101.467, 0.991521, 1, 0.0799987, 0.198661, -0.976798, -0.138875, 0.229476, -0.963356, 0.122541, 0.420352, -0.899048, -0.0943683, 0.461557, -0.882077
3046, 101.5, 0.991028, 1, 0.074388, 0.19979, -0.977011, -0.134081, 0.225062, -0.965075, 0.118221, 0.428653, -0.895701, -0.0886197, 0.464036, -0.881372
3047, 101.533, 0.991401, 1, 0.0669803, 0.198705, -0.977768, -0.12913, 0.224473, -0.965887, 0.109127, 0.434141, -0.894211, -0.0853841, 0.468823, -0.879156
3048, 101.567, 0.991416, 1, 0.074995, 0.215918, -0.973527, -0.131631, 0.236128, -0.962765, 0.112502, 0.450235, -0.885795, -0.0927771, 0.480167, -0.872257
3049, 101.6, 0.990387, 1, 0.122064, 0.290679, -0.949003, -0.166963, 0.305899, -0.93731, 0.165305, 0.517115, -0.839801, -0.12257, 0.547044, -0.828081
3050, 101.633, 0.990579, 1, 0.157934, 0.307772, -0.938261, -0.164557, 0.325336, -0.93117, 0.205629, 0.535362, -0.819209, -0.115367, 0.57112, -0.812719
3051, 101.667, 0.990441, 1, 0.156915, 0.309235, -0.937951, -0.166251, 0.325337, -0.930869, 0.204345, 0.536816, -0.818579, -0.117402, 0.571245, -0.81234
3052, 101.7, 0.990678, 1, 0.122377, 0.221281, -0.967501, -0.131937, 0.250619, -0.959053, 0.172004, 0.464798, -0.868549, -0.080179, 0.508254, -0.857466
3053, 101.733, 0.990422, 1, 0.0890688, 0.227282, -0.969747, -0.134604, 0.250807, -0.958633, 0.140306, 0.481824, -0.864962, -0.0817411, 0.51698, -0.852086
3054, 101.767, 0.989019, 1, 0.146187, 0.291314, -0.945392, -0.188701, 0.293855, -0.937038, 0.19858, 0.545341, -0.814352, -0.135572, 0.568964, -0.81111
3055, 101.8, 0.987687, 1, 0.226541, 0.304449, -0.925197, -0.170191, 0.323903, -0.930657, 0.273649, 0.549923, -0.789114, -0.120629, 0.598305, -0.792136
