frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
3259, 108.6, 0.989181, 1, 28.2439, 24.0294, 659.838, 0.263065, -0.0513063, -0.0413307
3260, 108.633, 0.989757, 1, 28.4932, 24.0441, 659.926, 0.265957, -0.050556, -0.0408393
3261, 108.667, 0.989728, 1, 28.4977, 24.0376, 659.854, 0.266448, -0.050162, -0.0411439
3262, 108.7, 0.990135, 1, 28.6792, 24.1612, 659.034, 0.267772, -0.0512779, -0.0401118
3263, 108.733, 0.989906, 1, 28.8611, 24.1553, 658.574, 0.267434, -0.0516357, -0.0403522
3264, 108.767, 0.990545, 1, 29.0061, 23.9568, 657.283, 0.264179, -0.0526911, -0.0385006
3265, 108.8, 0.990006, 1, 29.0644, 23.9517, 656.729, 0.266141, -0.0513897, -0.0381689
3266, 108.833, 0.989393, 1, 29.2187, 23.6812, 656.587, 0.263888, -0.0531263, -0.0385875
3267, 108.867, 0.989652, 1, 29.1628, 23.5267, 654.942, 0.263084, -0.0556362, -0.0379747
3268, 108.9, 0.988993, 1, 29.2114, 23.468, 654.89, 0.261129, -0.0544873, -0.0393618
3269, 108.933, 0.987864, 1, 29.4175, 23.9582, 660.427, 0.267973, -0.0540749, -0.0375279
3270, 108.967, 0.988361, 1, 29.3004, 23.7093, 659.459, 0.265673, -0.0569517, -0.0381045
3271, 109, 0.988493, 1, 28.8831, 23.3751, 656.923, 0.267197, -0.0551307, -0.0406021
3272, 109.033, 0.988312, 1, 28.6258, 23.1793, 655.193, 0.262244, -0.0564147, -0.0422998
3273, 109.067, 0.988233, 1, 28.6095, 23.1878, 655.34, 0.262556, -0.0559007, -0.0421666
3274, 109.1, 0.989041, 1, 28.3618, 23.0734, 654.752, 0.258346, -0.053783, -0.0443259
3275, 109.133, 0.988775, 1, 28.1203, 23.0755, 655.051, 0.258093, -0.0532657, -0.0436078
3276, 109.167, 0.989895, 1, 28.0144, 23.1343, 655.816, 0.258145, -0.0528926, -0.0445454
3277, 109.2, 0.990092, 1, 27.923, 23.0989, 655.44, 0.256678, -0.0572271, -0.0455843
3278, 109.233, 0.989544, 1, 27.7296, 23.1852, 656.344, 0.25642, -0.0549401, -0.0440448
3279, 109.267, 0.989813, 1, 27.6852, 23.2749, 657.052, 0.253864, -0.0533306, -0.0448869
3280, 109.3, 0.989681, 1, 27.5607, 23.3655, 657.991, 0.2582, -0.0516968, -0.0454616
3281, 109.333, 0.989523, 1, 27.4431, 23.4913, 657.932, 0.254697, -0.0519028, -0.0457786
3282, 109.367, 0.989924, 1, 27.5052, 23.6424, 658.794, 0.258309, -0.0520339, -0.0469377
3283, 109.4, 0.989876, 1, 27.7875, 23.8609, 659.933, 0.253714, -0.0539482, -0.0459303
3284, 109.433, 0.990386, 1, 28.0274, 23.785, 660.093, 0.256371, -0.0580046, -0.0438274
3285, 109.467, 0.99035, 1, 28.2377, 23.8648, 660.278, 0.255296, -0.0575458, -0.0425798
3286, 109.5, 0.990034, 1, 28.4816, 23.9456, 660.509, 0.258088, -0.0581641, -0.0416902
3287, 109.533, 0.989896, 1, 28.8814, 23.9335, 660.315, 0.257886, -0.0583688, -0.0410065
3288, 109.567, 0.989783, 1, 29.1397, 24.0277, 660.7, 0.260604, -0.0589476, -0.0400576
3289, 109.6, 0.988867, 1, 29.38, 23.9635, 660.438, 0.255202, -0.0591597, -0.0380719
3290, 109.633, 0.989201, 1, 29.5833, 24.0332, 659.703, 0.261061, -0.060308, -0.0382636
3291, 109.667, 0.989721, 1, 29.8127, 23.9688, 659.261, 0.256344, -0.0601969, -0.0369839
3292, 109.7, 0.989625, 1, 30.0489, 23.7492, 658.615, 0.259028, -0.0622676, -0.0363165
3293, 109.733, 0.989324, 1, 30.1495, 23.5009, 657.84, 0.256269, -0.0630347, -0.0350349
3294, 109.767, 0.990198, 1, 30.2461, 23.3295, 657.02, 0.255542, -0.0643793, -0.0350104
3295, 109.8, 0.989562, 1, 30.373, 23.2106, 656.285, 0.253274, -0.0643161, -0.0370131
3296, 109.833, 0.989393, 1, 30.3048, 23.1504, 655.767, 0.25394, -0.061853, -0.0384152
3297, 109.867, 0.98937, 1, 30.3133, 23.1425, 655.794, 0.25436, -0.061848, -0.0384941
3298, 109.9, 0.989412, 1, 30.1714, 23.0804, 654.945, 0.253946, -0.0600178, -0.0369428
3299, 109.933, 0.989049, 1, 30.0542, 23.128, 653.66, 0.252546, -0.0636478, -0.0379356
3300, 109.967, 0.989793, 1, 30.0142, 23.2482, 654.063, 0.254914, -0.0626907, -0.0371565
3301, 110, 0.989376, 1, 29.9993, 23.3594, 654.263, 0.255427, -0.062442, -0.0378915
3302, 110.033, 0.989337, 1, 29.9481, 23.4789, 654.276, 0.25461, -0.0623641, -0.0386654
3303, 110.067, 0.989377, 1, 29.9418, 23.5605, 654.754, 0.256779, -0.0634506, -0.0380283
3304, 110.1, 0.989264, 1, 29.9294, 23.4989, 655.285, 0.254272, -0.0649931, -0.0388605
3305, 110.133, 0.989406, 1, 29.8406, 23.3342, 655.974, 0.254337, -0.0628401, -0.038894
3306, 110.167, 0.989984, 1, 29.8977, 23.1711, 657.011, 0.252447, -0.0624294, -0.0397609
3307, 110.2, 0.989174, 1, 29.6906, 23.1001, 657.217, 0.249341, -0.0589466, -0.0406014
3308, 110.233, 0.989842, 1, 29.7774, 23.1577, 658.319, 0.253281, -0.0606092, -0.0404506
3309, 110.267, 0.989741, 1, 29.7428, 23.1615, 657.953, 0.250314, -0.0624648, -0.0397707
3310, 110.3, 0.989923, 1, 29.6806, 23.3692, 658.083, 0.253146, -0.0612128, -0.0396334
3311, 110.333, 0.989952, 1, 29.7257, 23.4026, 658.482, 0.251415, -0.0606722, -0.0396741
3312, 110.367, 0.990226, 1, 29.895, 23.4757, 658.581, 0.247898, -0.0628338, -0.0395529
3313, 110.4, 0.990422, 1, 29.9403, 23.5683, 659.802, 0.251135, -0.0623279, -0.0375829
3314, 110.433, 0.989599, 1, 30.0247, 23.5004, 660.603, 0.250339, -0.0615705, -0.037912
3315, 110.467, 0.989926, 1, 30.0603, 23.4585, 659.603, 0.24723, -0.0633234, -0.0382462
3316, 110.5, 0.989929, 1, 30.185, 23.3376, 660.307, 0.247495, -0.0631912, -0.0375186
3317, 110.533, 0.989865, 1, 30.1909, 23.3124, 659.413, 0.249901, -0.0646071, -0.0371418
3318, 110.567, 0.990427, 1, 30.301, 23.4281, 659.66, 0.248512, -0.0629318, -0.0374535
3319, 110.6, 0.989599, 1, 30.3545, 23.5319, 659.726, 0.252282, -0.0621342, -0.0373988
3320, 110.633, 0.989681, 1, 30.3568, 23.6175, 658.141, 0.250937, -0.0643371, -0.0377221
3321, 110.667, 0.989525, 1, 30.3933, 23.6412, 658.596, 0.251038, -0.0620653, -0.0371039
3322, 110.7, 0.990408, 1, 30.5196, 23.5667, 657.936, 0.254243, -0.0629992, -0.0379116
3323, 110.733, 0.990721, 1, 30.5373, 23.3948, 657.656, 0.251519, -0.0637325, -0.0375558
3324, 110.767, 0.989623, 1, 30.4261, 23.2489, 656.18, 0.251282, -0.0629531, -0.0375399
3325, 110.8, 0.990382, 1, 30.4822, 23.1024, 656.134, 0.248953, -0.0657694, -0.0377241
3326, 110.833, 0.990083, 1, 30.3961, 23.0266, 655.493, 0.250211, -0.0658002, -0.0380975
3327, 110.867, 0.990047, 1, 30.3431, 22.9844, 654.548, 0.251364, -0.0679946, -0.0389137
3328, 110.9, 0.990737, 1, 30.2762, 23.0183, 655.298, 0.250915, -0.0643799, -0.0395892
3329, 110.933, 0.99043, 1, 30.181, 23.0093, 655.021, 0.250656, -0.0645252, -0.0405867
3330, 110.967, 0.990398, 1, 30.0096, 23.1673, 654.8, 0.250476, -0.0608578, -0.0409019
3331, 111, 0.990364, 1, 29.9528, 23.208, 654.69, 0.252591, -0.0614218, -0.0402221
3332, 111.033, 0.989827, 1, 29.9422, 23.1578, 655.394, 0.251658, -0.0629602, -0.0403207
3333, 111.067, 0.990038, 1, 29.8559, 23.0284, 654.937, 0.247791, -0.0657778, -0.0403805
3334, 111.1, 0.990723, 1, 29.7928, 22.8722, 655.419, 0.247154, -0.066036, -0.0413973
3335, 111.133, 0.990496, 1, 29.7467, 22.8196, 656.202, 0.246248, -0.0632642, -0.0417855
3336, 111.167, 0.99033, 1, 29.7364, 22.6768, 657.833, 0.243577, -0.0625158, -0.0421297
3337, 111.2, 0.990691, 1, 29.6128, 22.5559, 657.18, 0.244789, -0.0628207, -0.0418764
3338, 111.233, 0.990903, 1, 29.7363, 22.4973, 658.036, 0.241514, -0.0657064, -0.0430218
3339, 111.267, 0.990993, 1, 29.7289, 22.5368, 658.484, 0.240994, -0.0669221, -0.0424245
3340, 111.3, 0.990932, 1, 29.6803, 22.5323, 658.62, 0.239335, -0.0651686, -0.0422634
3341, 111.333, 0.990623, 1, 29.7782, 22.5677, 659.35, 0.242416, -0.0651155, -0.0422338
3342, 111.367, 0.990055, 1, 29.8026, 22.5881, 659.807, 0.242433, -0.0643699, -0.0422011
3343, 111.4, 0.990876, 1, 29.8967, 22.6661, 660.231, 0.242146, -0.0654633, -0.04241
3344, 111.433, 0.990762, 1, 30.0807, 22.8204, 661.808, 0.243963, -0.0645149, -0.0417245
3345, 111.467, 0.99072, 1, 30.0585, 22.8151, 661.503, 0.2443, -0.0641704, -0.0420197
3346, 111.5, 0.989824, 1, 30.4341, 23.4037, 666.218, 0.246154, -0.0636042, -0.0401232
3347, 111.533, 0.989601, 1, 30.6309, 23.2355, 664.082, 0.248122, -0.0638264, -0.0397111
3348, 111.567, 0.990372, 1, 30.5484, 23.0165, 661.299, 0.244356, -0.0649427, -0.0400686
3349, 111.6, 0.989737, 1, 30.5504, 23.0825, 660.351, 0.249477, -0.0644756, -0.0400619
3350, 111.633, 0.990077, 1, 30.4905, 23.233, 659.303, 0.250315, -0.0631772, -0.0409962
3351, 111.667, 0.990126, 1, 30.4903, 23.2353, 659.365, 0.248957, -0.062937, -0.0413408
3352, 111.7, 0.990749, 1, 30.4742, 23.0315, 657.493, 0.24687, -0.0644462, -0.0397381
3353, 111.733, 0.99064, 1, 30.5795, 22.845, 657.539, 0.247016, -0.0671283, -0.0386131
3354, 111.767, 0.990782, 1, 30.5591, 22.7299, 656.711, 0.248527, -0.0680316, -0.0394407
3355, 111.8, 0.990483, 1, 30.4396, 22.6972, 654.816, 0.248503, -0.0674562, -0.039865
3356, 111.833, 0.990406, 1, 30.3108, 22.7791, 654.523, 0.253823, -0.065744, -0.0410409
3357, 111.867, 0.990497, 1, 30.3047, 22.7681, 654.432, 0.253349, -0.0656966, -0.0410077
3358, 111.9, 0.990475, 1, 30.2105, 22.8989, 653.014, 0.253679, -0.0668438, -0.041956
3359, 111.933, 0.990202, 1, 30.0655, 23.1259, 653.16, 0.253852, -0.0652303, -0.0420423
3360, 111.967, 0.989957, 1, 29.8855, 23.4221, 652.16, 0.258454, -0.0659751, -0.042201
3361, 112, 0.989224, 1, 29.7183, 23.6906, 652.642, 0.25904, -0.0633111, -0.0427802
3362, 112.033, 0.989483, 1, 29.5319, 24.1469, 653.019, 0.26709, -0.0614269, -0.0419764
3363, 112.067, 0.989141, 1, 29.2774, 24.8336, 653.674, 0.271705, -0.0615208, -0.0420479
3364, 112.1, 0.989528, 1, 29.7878, 25.7513, 661.206, 0.283474, -0.0643401, -0.0395388
3365, 112.133, 0.988988, 1, 29.5742, 26.115, 661.93, 0.290715, -0.062049, -0.0406244
3366, 112.167, 0.98857, 1, 29.3946, 26.1995, 660.769, 0.292765, -0.0606249, -0.0421736
3367, 112.2, 0.987587, 1, 29.0987, 25.9101, 658.366, 0.285844, -0.0588084, -0.043211
3368, 112.233, 0.989295, 1, 28.8909, 25.8134, 658.493, 0.282365, -0.0565024, -0.0444959
3369, 112.267, 0.989353, 1, 28.8917, 25.8335, 658.671, 0.282174, -0.0566567, -0.0442098
3370, 112.3, 0.988921, 1, 28.9582, 25.6547, 659.97, 0.270964, -0.0544488, -0.0459745
3371, 112.333, 0.989517, 1, 29.3909, 25.773, 665.988, 0.268114, -0.0567173, -0.0439171
3372, 112.367, 0.989891, 1, 29.443, 25.7441, 666.968, 0.274614, -0.0559307, -0.0424197
3373, 112.4, 0.989487, 1, 29.4234, 25.2837, 665.093, 0.271518, -0.0554178, -0.0438785
3374, 112.433, 0.989491, 1, 29.5577, 24.8427, 662.643, 0.266205, -0.0596971, -0.0442701
3375, 112.467, 0.990429, 1, 29.4853, 24.7689, 661.506, 0.254204, -0.0592704, -0.0441092
3376, 112.5, 0.989265, 1, 29.7702, 24.4567, 661.459, 0.243055, -0.0634912, -0.045595
3377, 112.533, 0.988414, 1, 29.965, 24.4169, 663.537, 0.236872, -0.0613872, -0.0468114
3378, 112.567, 0.988584, 1, 30.2126, 24.1187, 663.111, 0.232032, -0.0648554, -0.0466343
3379, 112.6, 0.985014, 1, 30.6677, 24.2199, 663.802, 0.230201, -0.0627363, -0.0418815
3380, 112.633, 0.984976, 1, 30.317, 24.3116, 656.905, 0.25766, -0.0601205, -0.0393401
3381, 112.667, 0.985405, 1, 30.2999, 24.3566, 656.656, 0.260281, -0.0586092, -0.039112
3382, 112.7, 0.985608, 1, 30.2025, 23.9968, 649.45, 0.2716, -0.0630835, -0.0383895
3383, 112.733, 0.98563, 1, 30.3011, 23.1446, 646.912, 0.260436, -0.0632736, -0.040587
3384, 112.767, 0.984759, 1, 30.8332, 21.9117, 652.294, 0.213411, -0.0641648, -0.0467066
3385, 112.8, 0.986961, 1, 31.1916, 20.7192, 654.307, 0.183504, -0.0721364, -0.0526395
3386, 112.833, 0.986254, 1, 31.2235, 20.1056, 654.417, 0.180376, -0.0739118, -0.0522371
3387, 112.867, 0.987222, 1, 31.0976, 19.8618, 654.73, 0.189838, -0.0734551, -0.0513732
3388, 112.9, 0.986385, 1, 30.824, 19.7202, 653.658, 0.194179, -0.071739, -0.0491355
3389, 112.933, 0.985782, 1, 30.6547, 19.7252, 652.709, 0.19724, -0.0726049, -0.0486619
3390, 112.967, 0.987243, 1, 30.4182, 19.6551, 653.771, 0.204991, -0.0716404, -0.0499233
3391, 113, 0.988211, 1, 30.0975, 19.9517, 654.975, 0.223147, -0.069666, -0.0493962
3392, 113.033, 0.986694, 1, 29.7705, 20.1962, 654.391, 0.23616, -0.0687629, -0.0496781
3393, 113.067, 0.988363, 1, 29.4154, 20.6364, 654.75, 0.238474, -0.0701963, -0.0505745
3394, 113.1, 0.988489, 1, 29.1495, 21.0144, 656.652, 0.24602, -0.0687124, -0.0516255
3395, 113.133, 0.988101, 1, 28.9912, 21.5928, 659.225, 0.252371, -0.0679409, -0.0523986
3396, 113.167, 0.987347, 1, 28.8125, 22.195, 659.662, 0.260577, -0.0672052, -0.0533206
3397, 113.2, 0.98851, 1, 28.737, 22.8815, 661.054, 0.270851, -0.0668627, -0.052564
3398, 113.233, 0.988614, 1, 28.7116, 23.7157, 663.285, 0.277149, -0.0681298, -0.0539692
3399, 113.267, 0.987867, 1, 28.5149, 24.4812, 663.744, 0.280525, -0.0647283, -0.0539232
3400, 113.3, 0.987615, 1, 28.3389, 25.2539, 664.147, 0.288279, -0.0645517, -0.0552483
3401, 113.333, 0.987981, 1, 28.1632, 25.7498, 663.568, 0.290368, -0.0640107, -0.0561348
3402, 113.367, 0.987567, 1, 28.0159, 25.9806, 664.468, 0.292935, -0.0617528, -0.0557105
3403, 113.4, 0.987222, 1, 27.8184, 26.0347, 663.151, 0.297028, -0.058604, -0.0548799
3404, 113.433, 0.987162, 1, 27.8462, 25.7899, 662.231, 0.294529, -0.0615993, -0.0547141
3405, 113.467, 0.987366, 1, 27.9474, 25.459, 661.255, 0.289307, -0.0619801, -0.0551651
3406, 113.5, 0.987688, 1, 28.0517, 24.9444, 660.391, 0.286856, -0.0627118, -0.0538588
3407, 113.533, 0.987137, 1, 28.304, 24.2496, 659.608, 0.2851, -0.0655002, -0.0520862
3408, 113.567, 0.987103, 1, 28.5102, 23.7981, 658.509, 0.280622, -0.0683556, -0.0513477
3409, 113.6, 0.987959, 1, 28.697, 23.0809, 657.462, 0.276376, -0.07023, -0.0514704
3410, 113.633, 0.987384, 1, 28.7811, 22.5977, 656.272, 0.270834, -0.0696973, -0.0513745
3411, 113.667, 0.986041, 1, 28.8031, 22.0385, 655.855, 0.26192, -0.071314, -0.0511269
3412, 113.7, 0.987417, 1, 28.6896, 21.4281, 655.356, 0.257701, -0.0686842, -0.0509087
3413, 113.733, 0.987309, 1, 28.5824, 20.9774, 655.631, 0.252145, -0.0677481, -0.0533574
3414, 113.767, 0.98745, 1, 28.625, 20.5119, 655.263, 0.250153, -0.0688536, -0.053748
3415, 113.8, 0.988042, 1, 28.4396, 20.3522, 655.061, 0.246942, -0.0658047, -0.054297
3416, 113.833, 0.988417, 1, 28.3719, 20.196, 655.206, 0.244985, -0.0624758, -0.0552701
3417, 113.867, 0.987666, 1, 28.4435, 20.1593, 655.404, 0.245557, -0.0651078, -0.054026
3418, 113.9, 0.987955, 1, 28.4777, 20.2748, 655.384, 0.246051, -0.0671546, -0.0544332
3419, 113.933, 0.987704, 1, 28.5535, 20.4386, 655.705, 0.246437, -0.0684907, -0.0534156
3420, 113.967, 0.987764, 1, 28.7239, 20.6262, 657.302, 0.25027, -0.0688051, -0.0515469
3421, 114, 0.987126, 1, 28.8133, 20.9041, 657.54, 0.252086, -0.0696948, -0.0514861
3422, 114.033, 0.986688, 1, 28.9078, 21.1794, 659.028, 0.250139, -0.0693023, -0.0493383
3423, 114.067, 0.988148, 1, 29.0199, 21.4956, 659.905, 0.251454, -0.0689081, -0.0481872
3424, 114.1, 0.987211, 1, 29.1969, 22.0014, 660.679, 0.254095, -0.068514, -0.0456141
3425, 114.133, 0.987627, 1, 29.3305, 22.4867, 661.075, 0.258482, -0.067363, -0.0457829
3426, 114.167, 0.987818, 1, 29.3969, 23.0338, 661.058, 0.259316, -0.0663342, -0.0457914
3427, 114.2, 0.988234, 1, 29.6091, 23.4059, 661.912, 0.261312, -0.0676464, -0.0453997
3428, 114.233, 0.987703, 1, 29.6768, 23.7488, 661.949, 0.262011, -0.0673081, -0.045447
3429, 114.267, 0.988665, 1, 29.9226, 23.9643, 663.429, 0.262697, -0.0674828, -0.0442737
3430, 114.3, 0.98818, 1, 29.9928, 24.0497, 661.531, 0.262161, -0.067616, -0.0454647
3431, 114.333, 0.987736, 1, 30.1095, 24.197, 661.563, 0.268063, -0.0669845, -0.04508
3432, 114.367, 0.987647, 1, 30.1964, 24.2112, 661.361, 0.268315, -0.0662722, -0.0450549
3433, 114.4, 0.988478, 1, 30.1531, 24.3845, 660.427, 0.269068, -0.0651344, -0.0427773
3434, 114.433, 0.987494, 1, 30.1807, 24.2253, 658.288, 0.269834, -0.0679344, -0.044295
3435, 114.467, 0.986888, 1, 30.0821, 23.8754, 658.132, 0.266943, -0.0678016, -0.0456046
3436, 114.5, 0.987855, 1, 29.9609, 23.5358, 656.974, 0.26202, -0.069342, -0.0462287
3437, 114.533, 0.987462, 1, 29.8042, 23.0355, 656.705, 0.255229, -0.0685085, -0.0459212
3438, 114.567, 0.987998, 1, 29.4993, 22.7589, 655.617, 0.254552, -0.0694071, -0.0475753
3439, 114.6, 0.988077, 1, 29.2746, 22.3497, 654.997, 0.253316, -0.068474, -0.0482797
3440, 114.633, 0.988093, 1, 29.2714, 22.3462, 655.084, 0.253993, -0.0675732, -0.0492372
3441, 114.667, 0.988478, 1, 29.1188, 22.129, 654.899, 0.248762, -0.0682346, -0.0509597
3442, 114.7, 0.988605, 1, 28.8689, 21.8241, 655.671, 0.247168, -0.0665543, -0.0519685
3443, 114.733, 0.98862, 1, 28.8602, 21.8152, 655.801, 0.247999, -0.0659022, -0.0524204
3444, 114.767, 0.987686, 1, 28.6126, 21.6306, 655.074, 0.243336, -0.0670668, -0.0528361
3445, 114.8, 0.989159, 1, 27.814, 22.0765, 654.505, 0.247996, -0.0640261, -0.0563426
3446, 114.833, 0.989218, 1, 27.822, 22.1096, 654.915, 0.247707, -0.063877, -0.0565864
3447, 114.867, 0.988449, 1, 27.6825, 22.7398, 656.627, 0.253724, -0.0602818, -0.0567621
3448, 114.9, 0.988321, 1, 27.7041, 23.2417, 657.672, 0.256268, -0.0607793, -0.0579379
3449, 114.933, 0.988338, 1, 27.7822, 23.5387, 658.487, 0.260818, -0.0615618, -0.0578359
3450, 114.967, 0.989259, 1, 27.8949, 23.932, 659.597, 0.264056, -0.0598268, -0.0565348
3451, 115, 0.989326, 1, 27.9236, 24.1193, 659.959, 0.260613, -0.0591236, -0.0549278
3452, 115.033, 0.989273, 1, 27.9166, 24.1165, 659.836, 0.260821, -0.0591783, -0.0551472
3453, 115.067, 0.988672, 1, 28.1009, 24.3451, 660.703, 0.260158, -0.0596273, -0.0552062
3454, 115.1, 0.988149, 1, 28.154, 24.5653, 661.152, 0.262765, -0.0601296, -0.0539766
3455, 115.133, 0.987803, 1, 28.3734, 24.6971, 662.251, 0.266045, -0.0585887, -0.051699
3456, 115.167, 0.988312, 1, 28.4649, 24.9707, 660.835, 0.2668, -0.0611501, -0.0531907
3457, 115.2, 0.987257, 1, 28.6019, 25.0398, 661.144, 0.270661, -0.0617227, -0.0522513
3458, 115.233, 0.987898, 1, 28.9769, 25.128, 659.835, 0.274072, -0.0623735, -0.0510109
3459, 115.267, 0.987565, 1, 29.1573, 25.0109, 659.705, 0.272965, -0.0624799, -0.0488823
3460, 115.3, 0.988056, 1, 29.2502, 24.651, 658.677, 0.269939, -0.0639926, -0.0479121
3461, 115.333, 0.988579, 1, 29.3817, 24.3723, 657.96, 0.26898, -0.0646694, -0.0487598
3462, 115.367, 0.988376, 1, 29.489, 24.1134, 657.081, 0.268047, -0.0645584, -0.0493419
3463, 115.4, 0.987762, 1, 29.4447, 23.7551, 656.541, 0.268217, -0.0635185, -0.0496716
3464, 115.433, 0.987793, 1, 29.4497, 23.7387, 656.529, 0.269387, -0.0634499, -0.049942
3465, 115.467, 0.988237, 1, 29.3172, 23.8858, 655.475, 0.266893, -0.0622458, -0.0499832
3466, 115.5, 0.988977, 1, 29.2685, 23.6979, 654.124, 0.27015, -0.0642063, -0.0496928
3467, 115.533, 0.988216, 1, 29.2711, 23.7873, 654.015, 0.272729, -0.0644085, -0.0489714
3468, 115.567, 0.988298, 1, 29.0708, 23.7472, 652.53, 0.270538, -0.0643688, -0.0502665
3469, 115.6, 0.988734, 1, 29.0114, 23.8526, 652.611, 0.276225, -0.0614051, -0.0504575
3470, 115.633, 0.988478, 1, 28.8995, 24.0819, 652.058, 0.274379, -0.0607188, -0.0510158
3471, 115.667, 0.988485, 1, 28.9795, 24.2143, 652.311, 0.272105, -0.0636643, -0.052675
3472, 115.7, 0.989081, 1, 28.8228, 24.5114, 651.595, 0.274221, -0.0647949, -0.0523257
3473, 115.733, 0.988125, 1, 28.6678, 24.6216, 652.195, 0.272941, -0.0629069, -0.0520591
3474, 115.767, 0.989155, 1, 28.6251, 24.617, 653.969, 0.273449, -0.06413, -0.0520388
3475, 115.8, 0.988413, 1, 28.4981, 24.6235, 653.93, 0.272315, -0.0627912, -0.0535569
3476, 115.833, 0.988407, 1, 28.4926, 24.6398, 654.065, 0.272167, -0.0628328, -0.0536564
3477, 115.867, 0.98806, 1, 28.4855, 24.403, 654.828, 0.269028, -0.0623717, -0.0543984
3478, 115.9, 0.988267, 1, 28.6292, 24.515, 656.006, 0.267875, -0.0625576, -0.05364
3479, 115.933, 0.988373, 1, 28.5799, 24.3405, 656.672, 0.262713, -0.0617839, -0.0530135
3480, 115.967, 0.988701, 1, 28.6518, 24.5806, 657.982, 0.264047, -0.0614715, -0.0529722
3481, 116, 0.987898, 1, 28.6567, 24.8923, 658.502, 0.268543, -0.0613702, -0.0525885
3482, 116.033, 0.986185, 1, 29.2509, 25.6702, 666.003, 0.273915, -0.0605139, -0.0500259
3483, 116.067, 0.986738, 1, 29.3477, 26.0934, 666.017, 0.281296, -0.064371, -0.0502631
3484, 116.1, 0.987198, 1, 29.2157, 25.8332, 662.652, 0.281157, -0.0646061, -0.0492717
3485, 116.133, 0.988401, 1, 29.245, 25.9307, 661.351, 0.28081, -0.0637256, -0.0495699
3486, 116.167, 0.988798, 1, 29.0624, 25.8908, 660.324, 0.279024, -0.0608813, -0.0484802
3487, 116.2, 0.988782, 1, 29.21, 26.0242, 660.078, 0.278826, -0.0598556, -0.0490847
3488, 116.233, 0.988498, 1, 29.2526, 26.1643, 659.017, 0.275244, -0.0581719, -0.0500363
3489, 116.267, 0.988985, 1, 29.4428, 26.0391, 658.707, 0.270906, -0.0575433, -0.0486407
3490, 116.3, 0.988226, 1, 29.5386, 26.0818, 658.944, 0.266907, -0.0572941, -0.0480069
3491, 116.333, 0.988482, 1, 29.9629, 26.0795, 661.383, 0.264815, -0.0588871, -0.0451504
3492, 116.367, 0.987352, 1, 30.4813, 26.5545, 665.869, 0.26809, -0.0610066, -0.0444228
3493, 116.4, 0.987749, 1, 30.5144, 26.4412, 662.557, 0.265983, -0.0577751, -0.044689
3494, 116.433, 0.988773, 1, 30.2175, 26.2426, 653.118, 0.293476, -0.0585931, -0.0408104
3495, 116.467, 0.987965, 1, 29.8928, 25.889, 647.756, 0.291593, -0.0533739, -0.0424448
3496, 116.5, 0.988784, 1, 30.1338, 25.5808, 647.431, 0.287776, -0.0570471, -0.042265
3497, 116.533, 0.988184, 1, 30.6185, 24.5311, 651.87, 0.23866, -0.0610123, -0.0467945
3498, 116.567, 0.989226, 1, 30.927, 23.8088, 654.631, 0.229481, -0.0642059, -0.0489658
3499, 116.6, 0.98896, 1, 31.0265, 23.1327, 655.309, 0.221285, -0.0675137, -0.0507398
3500, 116.633, 0.989453, 1, 30.8162, 22.6903, 654.598, 0.221464, -0.0668714, -0.0502284
3501, 116.667, 0.990075, 1, 30.5584, 22.4582, 654.007, 0.227968, -0.0636327, -0.0498998
3502, 116.7, 0.990632, 1, 30.3314, 22.4536, 653.358, 0.237112, -0.0618382, -0.049548
3503, 116.733, 0.990628, 1, 30.173, 22.5797, 653.937, 0.241734, -0.0630241, -0.050823
3504, 116.767, 0.989486, 1, 29.9266, 22.6359, 654.133, 0.242588, -0.0612712, -0.0511499
3505, 116.8, 0.989135, 1, 29.7348, 23.0057, 654.666, 0.247883, -0.0602886, -0.0523207
3506, 116.833, 0.989678, 1, 29.5314, 23.4552, 655.168, 0.254916, -0.0573468, -0.0528009
3507, 116.867, 0.989975, 1, 29.4652, 24.2369, 656.53, 0.257129, -0.0553753, -0.0534126
3508, 116.9, 0.988924, 1, 29.3226, 24.6718, 658.209, 0.265828, -0.053017, -0.0516207
3509, 116.933, 0.988456, 1, 29.1076, 25.1925, 658.321, 0.268453, -0.0491113, -0.0527064
3510, 116.967, 0.988541, 1, 29.106, 25.8174, 659.081, 0.270469, -0.0484285, -0.054559
3511, 117, 0.988785, 1, 29.1087, 26.5486, 659.54, 0.280146, -0.0481073, -0.0544192
3512, 117.033, 0.989031, 1, 29.2307, 27.327, 659.656, 0.28199, -0.048076, -0.0537348
3513, 117.067, 0.988248, 1, 29.2633, 27.8821, 659.219, 0.284345, -0.0500564, -0.0527864
3514, 117.1, 0.988487, 1, 29.286, 28.4989, 659.784, 0.288026, -0.0491515, -0.0532108
3515, 117.133, 0.989141, 1, 29.2994, 28.5531, 658.664, 0.290513, -0.0502606, -0.0526147
3516, 117.167, 0.990169, 1, 29.4481, 28.5999, 659.082, 0.291803, -0.0508065, -0.0528527
3517, 117.2, 0.990626, 1, 29.603, 28.4931, 658.194, 0.288286, -0.0567872, -0.0546711
3518, 117.233, 0.989619, 1, 29.9863, 28.5098, 656.695, 0.291105, -0.0670939, -0.0586733
